,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2007-02-17,2,2007-02-17,-1.1666666666666667,4.125,42.666666666666664,1000.5333333333333,248.33333333333334,4.825,268.0,175.58333333333334,283.0833333333333
2007-02-18,2,2007-02-18,-0.5499999999999999,5.05,50.333333333333336,995.0,302.9166666666667,5.466666666666666,81.58333333333333,177.33333333333334,212.25
2007-02-19,2,2007-02-19,-6.066666666666666,3.7083333333333335,37.25,1008.525,306.5,6.7749999999999995,505.3333333333333,129.33333333333334,333.1666666666667
2007-02-20,2,2007-02-20,6.391666666666667,14.174999999999999,54.416666666666664,998.6999999999999,233.08333333333334,5.566666666666666,12.833333333333334,174.75,179.83333333333334
2007-02-21,2,2007-02-21,5.708333333333333,7.175,65.16666666666667,1001.4916666666667,325.1666666666667,3.6333333333333333,602.25,72.33333333333333,360.4166666666667
2007-02-22,2,2007-02-22,4.108333333333333,11.125,79.08333333333333,995.0583333333334,186.16666666666666,3.766666666666667,1.3333333333333333,126.75,126.91666666666667
2007-02-23,2,2007-02-23,0.5416666666666666,6.375,53.083333333333336,1000.8000000000001,325.5,8.116666666666667,462.0833333333333,105.16666666666667,332.4166666666667
2007-02-24,2,2007-02-24,-1.125,6.2,50.916666666666664,1008.5500000000001,328.75,7.033333333333334,727.0,51.666666666666664,385.0
2007-02-25,2,2007-02-25,1.2416666666666665,6.366666666666667,58.0,1010.0583333333334,273.5833333333333,1.7333333333333334,13.75,176.66666666666666,182.5
2007-02-26,2,2007-02-26,0.3,12.691666666666668,92.25,999.0,35.333333333333336,2.783333333333333,0.6666666666666666,79.08333333333333,79.16666666666667
2007-02-27,2,2007-02-27,3.9916666666666667,10.358333333333333,75.83333333333333,1003.4250000000001,277.0,1.9833333333333334,17.166666666666668,122.91666666666667,133.75
2007-02-28,2,2007-02-28,4.908333333333333,7.2749999999999995,57.0,1009.1916666666666,312.8333333333333,3.8000000000000003,609.0,81.33333333333333,388.8333333333333
2007-03-01,3,2007-03-01,3.8666666666666667,12.816666666666668,60.75,1011.15,93.08333333333333,2.183333333333333,229.75,151.08333333333334,291.1666666666667
2007-03-02,3,2007-03-02,10.308333333333334,19.900000000000002,85.58333333333333,987.6999999999999,223.66666666666666,7.283333333333334,215.75,91.5,174.16666666666666
2007-03-03,3,2007-03-03,7.291666666666667,9.483333333333333,67.33333333333333,993.65,243.91666666666666,2.9916666666666667,479.5,103.5,348.25
2007-03-04,3,2007-03-04,2.6666666666666665,6.541666666666667,49.416666666666664,996.6750000000001,284.4166666666667,6.058333333333334,138.0,166.75,208.16666666666666
2007-03-05,3,2007-03-05,1.9666666666666668,5.1,49.583333333333336,997.9833333333335,273.9166666666667,8.299999999999999,66.08333333333333,214.75,248.83333333333334
2007-03-06,3,2007-03-06,-8.258333333333333,1.2083333333333333,30.916666666666668,1015.9833333333332,314.25,8.9,783.0,64.91666666666667,453.8333333333333
2007-03-07,3,2007-03-07,-6.3500000000000005,5.591666666666666,55.416666666666664,1015.3083333333334,274.0,2.3333333333333335,0.0,147.75,147.75
2007-03-08,3,2007-03-08,-2.3000000000000003,5.258333333333334,40.916666666666664,1013.1666666666666,301.25,6.2749999999999995,456.8333333333333,160.08333333333334,393.5833333333333
2007-03-09,3,2007-03-09,-3.0833333333333335,7.05,36.5,1023.0666666666666,131.5,1.8083333333333333,658.25,94.0,430.8333333333333
2007-03-10,3,2007-03-10,7.716666666666666,16.2,72.08333333333333,1014.25,196.58333333333334,5.541666666666667,38.833333333333336,203.41666666666666,228.91666666666666
2007-03-11,3,2007-03-11,7.616666666666666,7.575,62.916666666666664,1013.0166666666668,319.3333333333333,5.0,556.8333333333334,138.33333333333334,414.3333333333333
2007-03-12,3,2007-03-12,7.5,7.115384615384615,55.92307692307692,1015.7615384615384,256.46153846153845,2.4846153846153842,371.2307692307692,159.53846153846155,348.2307692307692
2007-03-13,3,2007-03-13,9.641666666666667,16.166666666666668,64.58333333333333,1011.1916666666667,201.83333333333334,4.1000000000000005,85.0,224.08333333333334,262.75
2007-03-14,3,2007-03-14,14.423076923076923,23.884615384615383,69.3076923076923,1005.5999999999999,205.46153846153845,5.161538461538461,99.53846153846153,212.69230769230768,277.84615384615387
2007-03-15,3,2007-03-15,11.508333333333333,27.266666666666666,81.58333333333333,1005.1416666666668,282.6666666666667,4.808333333333334,0.0,100.16666666666667,100.16666666666667
2007-03-16,3,2007-03-16,-0.7416666666666667,20.308333333333334,90.33333333333333,1009.775,50.583333333333336,7.9750000000000005,0.0,48.0,48.0
2007-03-17,3,2007-03-17,0.9500000000000001,8.291666666666666,65.75,993.2166666666667,307.25,5.825,0.9166666666666666,244.08333333333334,244.75
2007-03-18,3,2007-03-18,0.6923076923076923,4.438461538461538,45.61538461538461,1003.6461538461538,294.46153846153845,7.4,294.9230769230769,225.69230769230768,370.61538461538464
2007-03-19,3,2007-03-19,2.2285714285714286,7.435714285714285,52.42857142857143,1016.2428571428571,224.71428571428572,4.885714285714286,173.42857142857142,166.07142857142858,256.42857142857144
2007-03-20,3,2007-03-20,6.823076923076924,6.769230769230769,54.30769230769231,1016.4000000000001,301.7692307692308,6.092307692307693,531.6153846153846,134.15384615384616,429.3076923076923
2007-03-21,3,2007-03-21,2.0,5.685714285714285,46.857142857142854,1029.7214285714285,124.57142857142857,3.35,538.0,89.78571428571429,408.5
2007-03-22,3,2007-03-22,11.057142857142859,22.42142857142857,71.57142857142857,1014.8357142857143,214.5,6.5,128.85714285714286,154.78571428571428,238.28571428571428
2007-03-23,3,2007-03-23,13.307142857142859,25.057142857142857,74.07142857142857,1011.092857142857,301.7857142857143,3.335714285714286,0.0,90.35714285714286,90.35714285714286
2007-03-24,3,2007-03-24,9.221428571428572,19.49285714285714,62.714285714285715,1016.6,118.78571428571429,3.457142857142857,267.0,132.78571428571428,307.64285714285717
2007-03-25,3,2007-03-25,7.076923076923077,10.815384615384614,75.76923076923077,1021.2230769230769,43.0,2.8615384615384616,434.0769230769231,160.15384615384616,420.0769230769231
2007-03-26,3,2007-03-26,6.871428571428572,20.52857142857143,77.57142857142857,1018.2214285714286,196.0,4.621428571428572,1.5714285714285714,209.35714285714286,210.07142857142858
2007-03-27,3,2007-03-27,16.785714285714285,22.407142857142855,71.5,1005.6857142857143,299.57142857142856,4.678571428571429,446.7142857142857,149.28571428571428,390.2857142857143
2007-03-28,3,2007-03-28,13.428571428571429,12.428571428571429,52.5,1013.1285714285714,349.42857142857144,4.892857142857143,435.85714285714283,138.21428571428572,400.85714285714283
2007-03-29,3,2007-03-29,8.028571428571428,3.435714285714286,28.785714285714285,1019.3928571428571,343.35714285714283,6.542857142857143,737.4285714285714,59.357142857142854,477.0
2007-03-30,3,2007-03-30,10.807142857142859,7.585714285714286,35.0,1016.2928571428572,296.42857142857144,3.7214285714285715,548.5,116.92857142857143,440.57142857142856
2007-03-31,3,2007-03-31,9.578571428571427,10.799999999999999,42.142857142857146,1014.3285714285714,79.71428571428571,2.564285714285714,317.85714285714283,184.5,388.42857142857144
2007-04-01,4,2007-04-01,8.878571428571428,20.25,56.285714285714285,1013.592857142857,131.5,3.892857142857143,0.0,99.92857142857143,99.92857142857143
2007-04-02,4,2007-04-02,12.664285714285715,19.321428571428573,71.35714285714286,1004.0142857142857,162.64285714285714,2.2357142857142858,67.92857142857143,157.92857142857142,185.85714285714286
2007-04-03,4,2007-04-03,12.171428571428573,13.87142857142857,66.5,1009.2428571428571,78.07142857142857,1.5285714285714285,395.5,150.57142857142858,408.92857142857144
2007-04-04,4,2007-04-04,5.8500000000000005,22.05,87.71428571428571,1001.2142857142857,101.57142857142857,5.121428571428572,0.07142857142857142,41.0,41.0
2007-04-05,4,2007-04-05,4.828571428571428,7.357142857142857,52.857142857142854,994.9714285714286,264.35714285714283,6.871428571428572,92.71428571428571,195.35714285714286,243.35714285714286
2007-04-06,4,2007-04-06,3.5214285714285714,5.721428571428571,41.42857142857143,998.0285714285714,269.7142857142857,5.428571428571429,47.785714285714285,277.2857142857143,296.7857142857143
2007-04-07,4,2007-04-07,3.0714285714285716,5.535714285714286,41.857142857142854,995.3214285714286,305.7142857142857,3.4214285714285713,99.28571428571429,244.71428571428572,318.92857142857144
2007-04-08,4,2007-04-08,3.335714285714286,5.792857142857143,41.92857142857143,1000.2928571428572,275.92857142857144,6.492857142857143,236.28571428571428,238.21428571428572,358.57142857142856
2007-04-09,4,2007-04-09,5.271428571428571,6.6571428571428575,43.0,1004.7142857142857,283.2857142857143,4.685714285714285,667.5,90.42857142857143,495.92857142857144
2007-04-10,4,2007-04-10,5.785714285714286,6.735714285714286,41.357142857142854,1007.1142857142858,300.85714285714283,4.571428571428571,608.1428571428571,111.5,489.42857142857144
2007-04-11,4,2007-04-11,7.192857142857143,10.578571428571427,46.0,1011.1928571428572,131.85714285714286,2.292857142857143,410.35714285714283,152.92857142857142,425.14285714285717
2007-04-12,4,2007-04-12,6.142857142857143,20.37142857142857,89.0,997.6428571428571,158.85714285714286,4.728571428571429,0.0,64.07142857142857,64.07142857142857
2007-04-13,4,2007-04-13,8.457142857142857,11.014285714285714,54.857142857142854,1000.0285714285714,294.92857142857144,7.335714285714286,19.214285714285715,200.28571428571428,214.28571428571428
2007-04-14,4,2007-04-14,8.785714285714286,9.05,48.642857142857146,1006.0285714285714,298.7857142857143,3.8857142857142857,456.07142857142856,164.5,460.35714285714283
2007-04-15,4,2007-04-15,7.507142857142857,28.771428571428572,91.5,993.592857142857,112.57142857142857,6.8999999999999995,0.0,31.5,31.5
2007-04-16,4,2007-04-16,6.6461538461538465,15.853846153846153,91.61538461538461,965.823076923077,291.7692307692308,5.161538461538461,0.0,108.92307692307692,108.92307692307692
2007-04-17,4,2007-04-17,6.971428571428571,15.228571428571428,73.0,988.1928571428572,323.35714285714283,7.421428571428572,17.571428571428573,234.85714285714286,247.07142857142858
2007-04-18,4,2007-04-18,7.8999999999999995,16.37857142857143,69.35714285714286,998.65,50.857142857142854,5.714285714285714,0.0,153.0,153.0
2007-04-19,4,2007-04-19,10.264285714285714,16.97142857142857,66.92857142857143,1003.4285714285714,37.214285714285715,3.642857142857143,73.78571428571429,251.42857142857142,291.0
2007-04-20,4,2007-04-20,13.271428571428572,8.357142857142858,52.642857142857146,1008.6357142857142,122.0,3.4857142857142853,727.2142857142857,78.92857142857143,539.0714285714286
2007-04-21,4,2007-04-21,16.178571428571427,9.207142857142857,50.642857142857146,1010.9928571428571,305.92857142857144,2.7642857142857147,689.6428571428571,98.85714285714286,529.7857142857143
2007-04-22,4,2007-04-22,18.192857142857143,12.664285714285713,50.42857142857143,1012.7142857142857,125.42857142857143,1.8142857142857143,653.0714285714286,107.21428571428571,524.5714285714286
2007-04-23,4,2007-04-23,20.035714285714285,15.342857142857143,50.5,1008.1428571428571,211.5,4.614285714285714,583.7142857142857,125.92857142857143,513.4285714285714
2007-04-24,4,2007-04-24,19.892857142857142,20.75714285714286,53.0,1003.8642857142858,301.42857142857144,4.7,524.3571428571429,141.57142857142858,490.57142857142856
2007-04-25,4,2007-04-25,14.68,21.28666666666667,51.0,1007.5066666666667,73.73333333333333,2.466666666666667,238.86666666666667,161.0,319.93333333333334
2007-04-26,4,2007-04-26,11.700000000000001,22.207142857142856,66.78571428571429,1011.9,99.71428571428571,3.814285714285714,234.0,227.35714285714286,399.57142857142856
2007-04-27,4,2007-04-27,14.957142857142857,28.728571428571428,74.42857142857143,1002.9499999999999,176.71428571428572,3.4,0.0,71.85714285714286,71.85714285714286
2007-04-28,4,2007-04-28,16.213333333333335,20.733333333333334,65.26666666666667,998.62,259.4,3.6133333333333337,155.33333333333334,255.26666666666668,344.53333333333336
2007-04-29,4,2007-04-29,15.564285714285715,19.414285714285715,59.714285714285715,999.5071428571429,303.5,4.578571428571428,25.571428571428573,229.85714285714286,236.64285714285714
2007-04-30,4,2007-04-30,17.913333333333334,17.19333333333333,51.6,998.06,269.53333333333336,6.180000000000001,479.8666666666667,131.13333333333333,466.0
2007-05-01,5,2007-05-01,16.353333333333335,17.053333333333335,39.666666666666664,1005.7733333333333,274.3333333333333,2.76,292.8666666666667,193.53333333333333,395.26666666666665
2007-05-02,5,2007-05-02,14.72,18.96,65.73333333333333,1003.0,288.93333333333334,3.36,115.8,224.66666666666666,297.53333333333336
2007-05-03,5,2007-05-03,15.479999999999999,8.08,36.4,1012.8,212.26666666666668,2.2733333333333334,699.0666666666667,79.53333333333333,537.3333333333334
2007-05-04,5,2007-05-04,15.74,8.7,33.4,1013.7666666666667,215.06666666666666,2.7,586.0,132.33333333333334,510.1333333333333
2007-05-05,5,2007-05-05,16.46,12.313333333333333,36.666666666666664,1010.6933333333333,187.93333333333334,1.5333333333333334,585.2,102.93333333333334,513.7333333333333
2007-05-06,5,2007-05-06,12.593333333333334,9.78,40.266666666666666,1018.1733333333334,53.06666666666667,6.1066666666666665,588.2,112.13333333333334,521.0
2007-05-07,5,2007-05-07,13.186666666666667,9.793333333333333,45.46666666666667,1021.1666666666666,75.66666666666667,2.6533333333333333,632.6666666666666,100.53333333333333,533.0
2007-05-08,5,2007-05-08,15.726666666666667,11.360000000000001,46.0,1014.9466666666667,206.2,2.4133333333333336,672.4666666666667,82.33333333333333,539.3333333333334
2007-05-09,5,2007-05-09,20.1,20.8625,62.4375,1010.375,212.3125,3.53125,579.1875,96.375,486.875
2007-05-10,5,2007-05-10,20.95,30.29375,72.9375,1006.61875,203.1875,3.5875,229.5625,201.9375,371.6875
2007-05-11,5,2007-05-11,19.45625,31.6125,80.5,1003.06875,222.9375,2.25,94.4375,224.8125,305.25
2007-05-12,5,2007-05-12,20.2375,24.4125,59.9375,1005.21875,106.8125,2.525,223.25,235.125,390.25
2007-05-13,5,2007-05-13,16.275,10.7125,36.625,1009.9875,131.4375,4.51875,617.3125,92.8125,518.0
2007-05-14,5,2007-05-14,16.4,7.01875,28.5625,1015.1625,177.3125,2.6125,627.6875,93.375,522.25
2007-05-15,5,2007-05-15,21.58125,20.5,41.3125,1005.08125,223.0,6.75,481.625,135.8125,480.5
2007-05-16,5,2007-05-16,23.79375,28.175,51.875,997.5625,229.4375,6.875,233.9375,196.8125,371.375
2007-05-17,5,2007-05-17,17.3,18.060000000000002,59.0,1006.8,266.8,2.3133333333333335,237.26666666666668,246.93333333333334,417.26666666666665
2007-05-18,5,2007-05-18,11.913333333333332,18.366666666666667,67.86666666666666,1010.5133333333332,40.733333333333334,5.319999999999999,0.0,104.93333333333334,104.93333333333334
2007-05-19,5,2007-05-19,13.5625,15.3875,53.9375,1005.44375,283.9375,4.25625,3.25,201.0,202.25
2007-05-20,5,2007-05-20,18.01875,20.3625,55.375,999.53125,296.3125,4.925,210.8125,212.125,381.4375
2007-05-21,5,2007-05-21,17.16875,14.2375,49.3125,1007.6875,332.4375,4.375,559.125,111.4375,510.1875
2007-05-22,5,2007-05-22,17.78125,16.8625,47.125,1016.2875,130.5625,1.53125,503.375,134.6875,496.5625
2007-05-23,5,2007-05-23,18.85625,24.05,56.1875,1020.375,186.5,3.33125,453.0625,149.625,482.75
2007-05-24,5,2007-05-24,22.15,20.06875,47.625,1019.2125,233.625,3.925,504.9375,129.125,499.875
2007-05-25,5,2007-05-25,25.5875,18.6875,43.375,1012.8375,246.375,3.56875,495.6875,139.0,499.8125
2007-05-26,5,2007-05-26,26.18125,29.38125,47.6875,1009.65,287.0625,3.575,222.4375,255.6875,416.125
2007-05-27,5,2007-05-27,23.89375,31.71875,50.6875,1010.8,157.0,2.725,242.875,226.5625,427.125
2007-05-28,5,2007-05-28,25.06875,28.575,51.25,1009.1375,255.4375,3.9125,129.8125,259.1875,365.6875
2007-05-29,5,2007-05-29,22.45,14.0875,40.5625,1012.7875,336.0625,2.74375,640.125,85.0,531.625
2007-05-30,5,2007-05-30,23.225,19.225,45.9375,1012.50625,265.0625,1.4125,591.0,107.5,518.625
2007-05-31,5,2007-05-31,26.0625,29.50625,45.9375,1009.275,237.1875,1.95625,337.125,206.8125,457.5
2007-06-01,6,2007-06-01,26.20625,32.91875,48.9375,1006.93125,229.25,3.4625,214.0,222.0625,404.6875
2007-06-02,6,2007-06-02,26.24375,34.275,52.875,1004.15,217.25,3.64375,239.8125,234.0,433.125
2007-06-03,6,2007-06-03,22.26875,37.2625,71.1875,1000.2125,169.8125,4.1,27.0,189.0625,210.0625
2007-06-04,6,2007-06-04,18.40625,43.7125,91.875,988.675,170.125,4.2125,0.0625,129.625,129.6875
2007-06-05,6,2007-06-05,21.7625,30.65,72.75,989.88125,234.1875,4.45625,345.6875,194.6875,453.4375
2007-06-06,6,2007-06-06,18.4125,17.69375,49.75,1000.21875,311.5625,4.28125,487.25,122.4375,497.5
2007-06-07,6,2007-06-07,19.21875,20.48125,51.1875,1008.51875,186.1875,2.00625,507.6875,149.5625,504.9375
2007-06-08,6,2007-06-08,24.20625,32.98125,65.4375,1004.60625,184.9375,3.03125,273.8125,220.1875,438.5625
2007-06-09,6,2007-06-09,22.8375,40.25625,79.3125,1002.59375,89.8125,3.78125,27.8125,235.6875,258.5625
2007-06-10,6,2007-06-10,20.33125,31.0875,70.125,1006.83125,66.875,2.3125,0.0,204.9375,204.9375
2007-06-11,6,2007-06-11,22.9875,29.73125,57.0625,1006.94375,147.375,2.40625,360.0,158.75,440.5
2007-06-12,6,2007-06-12,22.675,34.76875,72.25,1006.4375,135.625,2.9812499999999997,186.9375,241.875,376.125
2007-06-13,6,2007-06-13,18.81875,29.5125,78.25,1008.13125,79.3125,3.39375,2.3125,132.5,132.9375
2007-06-14,6,2007-06-14,17.26875,19.94375,57.125,1009.95,51.9375,3.8375,1.25,170.9375,171.125
2007-06-15,6,2007-06-15,19.03125,26.1625,60.3125,1008.825,77.75,1.9125,427.875,161.6875,485.6875
2007-06-16,6,2007-06-16,21.4,24.025,57.6875,1006.64375,222.0625,1.70625,350.75,182.5,443.625
2007-06-17,6,2007-06-17,25.16875,27.9625,50.1875,1003.44375,275.0,3.31875,417.4375,173.375,486.625
2007-06-18,6,2007-06-18,25.9625,30.956249999999997,54.625,1006.15625,108.625,2.11875,480.4375,147.375,496.9375
2007-06-19,6,2007-06-19,24.86875,35.3375,61.5625,1006.94375,183.6875,3.9625,237.125,251.375,434.9375
2007-06-20,6,2007-06-20,23.50625,32.73125,62.3125,1002.93125,291.0,3.8,180.3125,164.125,299.8125
2007-06-21,6,2007-06-21,23.3375,19.9125,42.0,1003.4,292.0625,4.0375,540.6875,117.4375,512.375
2007-06-22,6,2007-06-22,21.59375,17.7375,49.625,999.99375,309.6875,6.06875,350.8125,216.125,441.375
2007-06-23,6,2007-06-23,20.45625,12.3625,36.0,1003.04375,312.625,4.7,671.6875,81.0,550.75
2007-06-24,6,2007-06-24,22.28125,18.5875,35.8125,1008.23125,294.5,2.325,613.4375,107.75,532.125
2007-06-25,6,2007-06-25,24.8875,30.53125,53.25,1012.675,213.5,3.44375,191.4375,267.5625,394.5625
2007-06-26,6,2007-06-26,27.81875,31.58125,57.375,1013.4625,217.6875,2.675,355.0625,184.25,471.0
2007-06-27,6,2007-06-27,27.73125,38.68125,69.5625,1009.03125,221.1875,3.74375,151.5625,264.75,388.0625
2007-06-28,6,2007-06-28,26.35625,46.9625,75.0625,1003.96875,249.5,3.8,225.75,237.4375,413.9375
2007-06-29,6,2007-06-29,23.4625,33.83125,59.375,1005.65625,166.5625,2.3,40.1875,201.0,237.625
2007-06-30,6,2007-06-30,23.0375,18.04375,47.875,1005.81875,295.8125,1.84375,493.625,122.3125,509.75
2007-07-01,7,2007-07-01,21.3375,15.65,42.125,1007.0375,326.5625,4.01875,324.125,204.3125,413.4375
2007-07-02,7,2007-07-02,20.48125,14.79375,41.25,1011.2875,335.3125,4.1000000000000005,505.125,156.5625,502.875
2007-07-03,7,2007-07-03,22.1625,18.11875,41.25,1012.725,284.0,1.80625,434.9375,175.5,485.1875
2007-07-04,7,2007-07-04,22.0125,31.3625,58.875,1010.6875,195.3125,5.1875,2.9375,159.25,159.5625
2007-07-05,7,2007-07-05,23.4625,40.79375,76.6875,1003.8625,218.875,5.375,0.0,220.9375,220.9375
2007-07-06,7,2007-07-06,24.23125,30.80625,65.125,1001.68125,284.75,3.7875,377.875,180.6875,466.3125
2007-07-07,7,2007-07-07,25.36875,26.23125,51.3125,1002.8,274.875,3.29375,282.5,213.25,431.9375
2007-07-08,7,2007-07-08,28.2,28.818749999999998,43.8125,1000.23125,243.3125,4.2,429.3125,165.875,488.9375
2007-07-09,7,2007-07-09,29.15625,32.63125,49.375,1002.00625,202.25,3.1875,324.375,200.4375,460.125
2007-07-10,7,2007-07-10,29.00625,35.975,57.875,1003.73125,202.0,3.46875,227.3125,229.8125,415.5625
